Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week
142,2025-07-03 21:00:00,Pothole,Resolved,15,Whitefield,143,13.0643763933401,77.66677129441143,0.96,23,132,Water leakage on road,Email,positive,Heavy Delay,96.22,7,Q3,Thursday
143,2025-06-06 04:00:00,Garbage,Resolved,8,Marathahalli,111,13.066184059152974,77.6513223800921,-0.28,1,148,Garbage not collected,Twitter,negative,On-Time,25.08,6,Q2,Friday
144,2025-01-28 15:00:00,Streetlight,In Progress,16,Jayanagar,58,12.856420960764035,77.68978985270238,0.23,11,109,Garbage not collected,Twitter,positive,Slight Delay,35.87,1,Q1,Tuesday
145,2025-03-25 06:00:00,Water Leak,In Progress,14,Koramangala,78,13.017729196013372,77.7101075069098,0.73,2,161,Pothole near school,Email,positive,On-Time,53.46,3,Q1,Tuesday
146,2025-11-30 02:00:00,Water Leak,Open,15,Malleshwaram,158,13.000421837392695,77.6959476509371,-0.81,7,154,Garbage not collected,Call Center,negative,On-Time,65.15,11,Q4,Sunday
147,2025-03-04 07:00:00,Streetlight,Resolved,20,BTM Layout,48,12.870834444340302,77.58441825191552,0.6,16,157,Water leakage on road,Twitter,positive,Slight Delay,64.97,3,Q1,Tuesday
148,2025-05-18 16:00:00,Pothole,Open,13,BTM Layout,56,13.08253401987799,77.54261831910965,-0.52,19,162,Graffiti on wall,Twitter,negative,Slight Delay,64.3,5,Q2,Sunday
149,2025-06-06 19:00:00,Streetlight,In Progress,9,Whitefield,42,12.961343073460641,77.60069073889055,0.08,23,110,Noise from bar at night,Email,neutral,Heavy Delay,43.42,6,Q2,Friday
150,2025-08-07 00:00:00,Graffiti,Resolved,1,HSR Layout,24,13.018564427531851,77.61053855199141,0.98,-2,134,Illegal parking,Twitter,positive,Early,62.94,8,Q3,Thursday
151,2025-03-19 05:00:00,Pothole,In Progress,6,HSR Layout,110,13.070699448875779,77.54395235508257,0.97,5,197,Streetlight not working,Twitter,positive,On-Time,71.99,3,Q1,Wednesday
152,2025-10-02 09:00:00,Garbage,Open,8,Jayanagar,52,12.882530267715971,77.61200196354193,-0.37,-4,195,Streetlight not working,Call Center,negative,Early,23.58,10,Q4,Thursday
153,2025-02-23 19:00:00,Streetlight,In Progress,20,BTM Layout,171,13.063960785876183,77.4817338956494,-0.74,19,185,Pothole near school,Twitter,negative,Slight Delay,77.5,2,Q1,Sunday
154,2025-05-30 05:00:00,Pothole,Resolved,18,Malleshwaram,34,13.031076407432788,77.5193125385046,0.88,2,103,Water leakage on road,Mobile App,positive,On-Time,62.46,5,Q2,Friday
155,2025-11-11 18:00:00,Garbage,Resolved,18,Yelahanka,188,13.05989808048929,77.67381442606717,0.79,12,165,Illegal parking,Call Center,positive,Slight Delay,70.85,11,Q4,Tuesday
156,2025-10-31 08:00:00,Streetlight,Open,17,HSR Layout,3,12.973708926293467,77.50484966849713,0.23,2,132,Graffiti on wall,Email,positive,On-Time,23.46,10,Q4,Friday
157,2025-03-10 04:00:00,Water Leak,Resolved,16,BTM Layout,68,12.858371213384435,77.49171135447303,-0.94,5,172,Illegal parking,Email,negative,On-Time,70.19,3,Q1,Monday
158,2025-06-04 00:00:00,Streetlight,In Progress,13,Koramangala,139,13.017628960927658,77.53620295739623,0.5,18,134,Noise from bar at night,Email,positive,Slight Delay,61.72,6,Q2,Wednesday
159,2025-01-30 02:00:00,Noise,In Progress,4,Malleshwaram,141,12.943633107105043,77.56131473502838,-0.68,-1,137,Illegal parking,Twitter,negative,Early,46.32,1,Q1,Thursday
160,2025-07-17 09:00:00,Streetlight,In Progress,4,Yelahanka,50,12.95060395859072,77.54856460533446,0.89,1,194,Illegal parking,Email,positive,On-Time,61.68,7,Q3,Thursday
161,2025-02-05 14:00:00,Noise,In Progress,14,Koramangala,82,12.960315550376595,77.56238161545933,-0.13,17,177,Garbage not collected,Mobile App,neutral,Slight Delay,38.14,2,Q1,Wednesday
162,2025-12-07 04:00:00,Garbage,Open,5,BTM Layout,19,12.973227408945455,77.49197370286929,0.23,-2,156,Illegal parking,Call Center,positive,Early,17.94,12,Q4,Sunday
163,2025-09-01 23:00:00,Streetlight,In Progress,16,Whitefield,44,13.015483558141485,77.49961854739229,-0.44,16,194,Overflowing garbage,Mobile App,negative,Slight Delay,55.37,9,Q3,Monday
164,2025-11-05 00:00:00,Garbage,Open,14,Basavanagudi,161,13.031693919062969,77.52075049387928,-0.05,4,132,Broken footpath,Email,neutral,On-Time,15.41,11,Q4,Wednesday
165,2025-09-30 00:00:00,Garbage,In Progress,14,Basavanagudi,166,13.044210571590407,77.57059760523599,0.51,0,143,Pothole near school,Twitter,positive,On-Time,37.5,9,Q3,Tuesday
166,2025-08-07 17:00:00,Pothole,Open,14,Jayanagar,3,13.017901547775368,77.55076973048553,-0.02,7,152,Garbage not collected,Twitter,neutral,On-Time,17.75,8,Q3,Thursday
167,2025-08-04 12:00:00,Garbage,In Progress,14,Jayanagar,113,13.050869854980185,77.68740047942798,0.69,10,179,Water leakage on road,Email,positive,Slight Delay,62.09,8,Q3,Monday
168,2025-03-13 03:00:00,Garbage,In Progress,19,Yelahanka,65,12.88053730197265,77.60765537397893,0.43,16,119,Garbage not collected,Email,positive,Slight Delay,54.77,3,Q1,Thursday
169,2025-08-30 07:00:00,Streetlight,Open,3,Koramangala,163,13.05920441654946,77.62271030811384,-0.85,19,162,Garbage not collected,Email,negative,Slight Delay,84.1,8,Q3,Saturday
170,2025-08-19 15:00:00,Streetlight,Resolved,17,BTM Layout,164,12.946819771789865,77.61817788032117,0.21,-4,150,Water leakage on road,Twitter,positive,Early,13.98,8,Q3,Tuesday
171,2025-07-25 11:00:00,Water Leak,Resolved,14,BTM Layout,166,12.982194168940994,77.56963251756869,0.23,20,113,Broken footpath,Mobile App,positive,Heavy Delay,48.28,7,Q3,Friday
172,2025-05-27 06:00:00,Pothole,Resolved,10,Whitefield,39,12.95844485012372,77.74414498963593,-0.24,18,134,Garbage not collected,Call Center,negative,Slight Delay,46.12,5,Q2,Tuesday
173,2025-01-09 10:00:00,Garbage,Open,13,Marathahalli,153,12.968929301102051,77.46119863314365,-0.35,9,144,Illegal parking,Email,negative,On-Time,40.31,1,Q1,Thursday
174,2025-06-25 18:00:00,Pothole,Resolved,4,Jayanagar,64,12.921356921281118,77.51475133343294,-0.87,2,132,Graffiti on wall,Mobile App,negative,On-Time,61.86,6,Q2,Wednesday
175,2025-07-02 21:00:00,Noise,Resolved,11,Marathahalli,104,12.892487727699917,77.53539640959653,-0.11,11,160,Noise from bar at night,Mobile App,neutral,Slight Delay,28.67,7,Q3,Wednesday
176,2025-04-07 23:00:00,Garbage,Open,15,Marathahalli,13,12.876223683260818,77.71438942000145,-0.33,21,192,Illegal parking,Mobile App,negative,Heavy Delay,55.66,4,Q2,Monday
177,2025-11-30 12:00:00,Pothole,Resolved,15,Whitefield,68,12.962849709767017,77.72566074074125,0.9,23,171,Illegal parking,Email,positive,Heavy Delay,92.62,11,Q4,Sunday
178,2025-05-03 03:00:00,Water Leak,Resolved,2,Marathahalli,70,12.881315249137984,77.70383114594432,0.35,8,152,Illegal parking,Twitter,positive,On-Time,38.93,5,Q2,Saturday
179,2025-11-21 01:00:00,Water Leak,Resolved,11,Marathahalli,75,12.911247118136984,77.57508529432211,-0.08,24,197,Pothole near school,Mobile App,neutral,Heavy Delay,44.8,11,Q4,Friday
180,2025-01-09 05:00:00,Garbage,Open,2,Whitefield,1,12.88340397140654,77.72438716692206,0.51,12,177,Broken footpath,Mobile App,positive,Slight Delay,54.05,1,Q1,Thursday
181,2025-10-24 21:00:00,Noise,Open,5,HSR Layout,182,12.877280307893821,77.47955242886657,0.56,23,177,Water leakage on road,Mobile App,positive,Heavy Delay,72.22,10,Q4,Friday
182,2025-03-22 10:00:00,Water Leak,Resolved,13,Marathahalli,98,13.070615286961937,77.6457304100847,-0.04,8,149,Water leakage on road,Call Center,neutral,On-Time,20.33,3,Q1,Saturday
183,2025-09-19 23:00:00,Water Leak,Resolved,1,Jayanagar,104,13.018506488252171,77.73116713327445,-0.85,-2,114,Overflowing garbage,Mobile App,negative,Early,55.14,9,Q3,Friday
184,2025-06-28 10:00:00,Noise,Open,7,Whitefield,116,13.08093977796723,77.67646995202163,0.56,15,141,Broken footpath,Mobile App,positive,Slight Delay,61.19,6,Q2,Saturday
185,2025-04-15 15:00:00,Pothole,Resolved,7,Malleshwaram,137,13.011003039558227,77.53336015058068,-0.82,15,119,Water leakage on road,Twitter,negative,Slight Delay,76.79,4,Q2,Tuesday
186,2025-01-28 11:00:00,Water Leak,Open,10,Marathahalli,164,13.060987756008462,77.6652517453304,0.7,16,191,Graffiti on wall,Mobile App,positive,Slight Delay,70.97,1,Q1,Tuesday
187,2025-04-28 03:00:00,Streetlight,Resolved,6,HSR Layout,113,12.98882464731741,77.5384290108688,-0.33,17,167,Garbage not collected,Mobile App,negative,Slight Delay,50.14,4,Q2,Monday
188,2025-10-23 18:00:00,Graffiti,Open,20,Jayanagar,103,12.965657512668805,77.48347463426302,0.28,-5,106,Streetlight not working,Email,positive,Early,16.8,10,Q4,Thursday
189,2025-09-30 18:00:00,Graffiti,In Progress,12,Indiranagar,37,12.98211935025085,77.66516646015013,0.48,17,165,Noise from bar at night,Twitter,positive,Slight Delay,59.14,9,Q3,Tuesday
190,2025-03-24 18:00:00,Water Leak,In Progress,13,Jayanagar,106,12.930056373619193,77.50376799311418,-0.93,0,172,Water leakage on road,Mobile App,negative,On-Time,62.7,3,Q1,Monday
191,2025-12-14 10:00:00,Pothole,Open,11,Koramangala,187,13.014493097748447,77.48331948164471,-0.23,-1,122,Pothole near school,Mobile App,negative,Early,19.32,12,Q4,Sunday
192,2025-05-02 07:00:00,Pothole,In Progress,18,Malleshwaram,108,13.07429372541767,77.61552801639455,0.21,9,135,Graffiti on wall,Call Center,positive,On-Time,31.91,5,Q2,Friday
193,2025-03-14 06:00:00,Garbage,Resolved,2,Basavanagudi,21,13.045588361621947,77.63618757767925,0.7,24,111,Graffiti on wall,Call Center,positive,Heavy Delay,82.0,3,Q1,Friday
194,2025-03-18 19:00:00,Streetlight,Open,16,BTM Layout,148,12.96550000268432,77.46531688533693,0.44,10,122,Broken footpath,Mobile App,positive,Slight Delay,47.09,3,Q1,Tuesday
195,2025-12-28 16:00:00,Pothole,Open,2,Koramangala,129,13.088479771456745,77.45134066639974,0.79,16,194,Streetlight not working,Call Center,positive,Slight Delay,76.37,12,Q4,Sunday
196,2025-05-05 00:00:00,Noise,Resolved,19,Whitefield,187,13.096355773529528,77.71462109911795,-0.83,21,110,Overflowing garbage,Mobile App,negative,Heavy Delay,85.66,5,Q2,Monday
197,2025-03-23 15:00:00,Streetlight,Resolved,6,Whitefield,28,12.97327515243255,77.48457576828892,-0.86,2,100,Overflowing garbage,Email,negative,On-Time,61.26,3,Q1,Sunday
198,2025-08-28 23:00:00,Graffiti,Open,1,BTM Layout,184,13.066159960328195,77.62516941583989,0.43,23,176,Streetlight not working,Call Center,positive,Heavy Delay,64.42,8,Q3,Thursday
199,2025-10-06 22:00:00,Streetlight,Resolved,11,Yelahanka,108,12.851192564044531,77.73606387422626,-0.2,22,138,Graffiti on wall,Email,negative,Heavy Delay,49.24,10,Q4,Monday
200,2025-04-10 09:00:00,Noise,Open,18,Yelahanka,9,12.866663897936668,77.60357303477312,-0.04,0,192,Noise from bar at night,Mobile App,neutral,On-Time,9.3,4,Q2,Thursday
201,2025-07-17 08:00:00,Water Leak,Resolved,10,BTM Layout,193,12.855597352232195,77.49193940275332,0.21,-1,169,Streetlight not working,Call Center,positive,Early,18.12,7,Q3,Thursday
202,2025-03-17 02:00:00,Noise,Open,18,Whitefield,164,13.043290749336904,77.56804535096664,0.97,0,130,Illegal parking,Mobile App,positive,On-Time,65.1,3,Q1,Monday
203,2025-12-06 19:00:00,Noise,Resolved,1,Jayanagar,162,12.869944777860809,77.63721264435334,-0.87,19,108,Broken footpath,Twitter,negative,Slight Delay,85.3,12,Q4,Saturday
204,2025-12-05 08:00:00,Water Leak,Resolved,19,Malleshwaram,32,12.854262636516044,77.67885189112076,-0.78,22,155,Overflowing garbage,Email,negative,Heavy Delay,84.04,12,Q4,Friday
205,2025-10-03 16:00:00,Water Leak,In Progress,16,HSR Layout,66,12.886854693338815,77.63208139837116,0.66,-5,117,Graffiti on wall,Twitter,positive,Early,39.6,10,Q4,Friday
206,2025-08-19 14:00:00,Water Leak,In Progress,7,Basavanagudi,100,12.926573697824635,77.46029472035052,-0.96,8,158,Noise from bar at night,Email,negative,On-Time,75.53,8,Q3,Tuesday
207,2025-06-19 05:00:00,Water Leak,In Progress,15,Malleshwaram,153,12.966175170474363,77.49293085957949,-0.1,13,166,Illegal parking,Mobile App,neutral,Slight Delay,30.83,6,Q2,Thursday
208,2025-01-11 22:00:00,Water Leak,Resolved,1,BTM Layout,179,12.86635082117903,77.5615405066385,0.55,13,195,Noise from bar at night,Call Center,positive,Slight Delay,57.83,1,Q1,Saturday
209,2025-09-19 23:00:00,Noise,Open,9,Whitefield,191,12.974745558387731,77.6617141055978,-0.61,19,102,Graffiti on wall,Twitter,negative,Slight Delay,69.7,9,Q3,Friday
210,2025-03-27 09:00:00,Garbage,Resolved,2,Yelahanka,173,12.91201536526115,77.62529839248417,-0.63,9,129,Pothole near school,Call Center,negative,On-Time,57.11,3,Q1,Thursday
211,2025-08-14 23:00:00,Garbage,In Progress,17,Whitefield,154,12.918592873774406,77.46340849507912,-0.38,13,163,Illegal parking,Call Center,negative,Slight Delay,47.63,8,Q3,Thursday
212,2025-07-09 12:00:00,Pothole,Resolved,10,Yelahanka,21,13.055475562911965,77.68906577228117,-0.7,0,169,Broken footpath,Twitter,negative,On-Time,48.9,7,Q3,Wednesday
213,2025-05-10 12:00:00,Garbage,In Progress,6,Malleshwaram,82,13.096730894013085,77.63153732940673,0.36,19,190,Illegal parking,Twitter,positive,Slight Delay,54.7,5,Q2,Saturday
214,2025-10-26 06:00:00,Graffiti,In Progress,5,Koramangala,179,12.965966007315403,77.71614501065028,-0.6,20,101,Garbage not collected,Call Center,negative,Heavy Delay,70.48,10,Q4,Sunday
215,2025-11-05 08:00:00,Garbage,Open,8,Jayanagar,24,12.930442673788624,77.57529592962952,-0.55,-1,119,Garbage not collected,Mobile App,negative,Early,38.52,11,Q4,Wednesday
216,2025-05-13 02:00:00,Noise,Open,8,Malleshwaram,111,13.082862044039892,77.59706053425127,0.15,20,180,Streetlight not working,Twitter,neutral,Heavy Delay,43.48,5,Q2,Tuesday
217,2025-04-04 23:00:00,Water Leak,In Progress,5,Jayanagar,92,12.975112111616578,77.57166523089063,0.93,10,196,Water leakage on road,Mobile App,positive,Slight Delay,76.49,4,Q2,Friday
218,2025-02-18 02:00:00,Water Leak,In Progress,12,Marathahalli,12,13.03258839279518,77.6667363588527,0.83,21,180,Noise from bar at night,Mobile App,positive,Heavy Delay,85.66,2,Q1,Tuesday
219,2025-07-07 11:00:00,Noise,Resolved,7,Malleshwaram,139,12.953435007739971,77.67563925675847,0.73,3,128,Overflowing garbage,Twitter,positive,On-Time,54.83,7,Q3,Monday
220,2025-09-20 07:00:00,Graffiti,In Progress,13,Indiranagar,155,12.900637144414539,77.66697271821437,0.06,19,108,Water leakage on road,Mobile App,neutral,Slight Delay,36.7,9,Q3,Saturday
221,2025-09-16 05:00:00,Garbage,Resolved,13,Indiranagar,23,13.013721278141906,77.53747978995631,-0.4,9,103,Garbage not collected,Email,negative,On-Time,43.31,9,Q3,Tuesday
222,2025-03-10 16:00:00,Noise,In Progress,17,Jayanagar,161,13.01621066238418,77.64080946111295,0.41,16,139,Broken footpath,Mobile App,positive,Slight Delay,53.57,3,Q1,Monday
223,2025-08-19 19:00:00,Pothole,Open,4,Marathahalli,92,12.965045962519737,77.55155844984316,-0.22,2,154,Pothole near school,Mobile App,negative,On-Time,22.86,8,Q3,Tuesday
224,2025-06-24 23:00:00,Water Leak,Open,18,Jayanagar,166,12.917487408770208,77.70026012355932,0.56,19,112,Illegal parking,Mobile App,positive,Slight Delay,66.7,6,Q2,Tuesday
225,2025-12-18 21:00:00,Streetlight,In Progress,10,BTM Layout,183,13.057953373015687,77.46653484868739,-0.97,19,105,Streetlight not working,Call Center,negative,Slight Delay,91.3,12,Q4,Thursday
226,2025-04-17 13:00:00,Pothole,Resolved,3,Indiranagar,198,12.918829531096394,77.46131622580774,0.06,2,172,Garbage not collected,Mobile App,neutral,On-Time,13.26,4,Q2,Thursday
227,2025-08-22 00:00:00,Graffiti,Resolved,12,Whitefield,170,13.014755996566699,77.48051252736278,-0.33,23,125,Broken footpath,Mobile App,negative,Heavy Delay,58.42,8,Q3,Friday
228,2025-01-05 02:00:00,Pothole,Resolved,1,Jayanagar,123,12.945996405973174,77.51070895833895,-0.5,-2,140,Pothole near school,Mobile App,negative,Early,34.14,1,Q1,Sunday
229,2025-04-02 16:00:00,Noise,In Progress,11,Jayanagar,157,12.968120169484433,77.46129060772549,0.32,18,141,Garbage not collected,Mobile App,positive,Slight Delay,50.92,4,Q2,Wednesday
230,2025-05-04 09:00:00,Garbage,In Progress,18,Basavanagudi,34,12.902850665375118,77.4714850067634,0.32,-4,177,Pothole near school,Call Center,positive,Early,20.58,5,Q2,Sunday
231,2025-07-27 05:00:00,Water Leak,Open,13,HSR Layout,125,13.01236998636984,77.5418169478204,-0.93,10,160,Broken footpath,Call Center,negative,Slight Delay,76.49,7,Q3,Sunday
232,2025-07-04 17:00:00,Graffiti,Open,17,HSR Layout,57,12.906456458404795,77.47993720453557,0.9,-3,161,Water leakage on road,Call Center,positive,Early,56.76,7,Q3,Friday
233,2025-04-30 13:00:00,Graffiti,In Progress,8,Yelahanka,3,12.971428511651903,77.69062213300244,-0.28,3,197,Overflowing garbage,Twitter,negative,On-Time,27.83,4,Q2,Wednesday
234,2025-02-09 20:00:00,Streetlight,Open,20,Marathahalli,6,12.932114848286602,77.4661602166882,0.83,20,167,Broken footpath,Twitter,positive,Heavy Delay,84.28,2,Q1,Sunday
235,2025-12-15 00:00:00,Pothole,Resolved,19,Indiranagar,48,13.090901433196155,77.72237883406564,0.17,-2,120,Overflowing garbage,Call Center,neutral,Early,14.34,12,Q4,Monday
236,2025-08-26 11:00:00,Streetlight,Resolved,17,Indiranagar,102,13.095555273973387,77.7112518631823,0.31,-4,130,Garbage not collected,Twitter,positive,Early,19.98,8,Q3,Tuesday
237,2025-10-17 08:00:00,Garbage,In Progress,2,HSR Layout,192,13.038372826834511,77.5125153097642,0.92,13,142,Water leakage on road,Call Center,positive,Slight Delay,80.03,10,Q4,Friday
238,2025-07-07 05:00:00,Garbage,Resolved,3,Jayanagar,120,13.095979373713693,77.47145811583077,0.64,17,120,Illegal parking,Mobile App,positive,Slight Delay,68.74,7,Q3,Monday
239,2025-07-24 15:00:00,Streetlight,In Progress,3,Jayanagar,13,12.878387660701934,77.48166051354671,-0.72,19,128,Overflowing garbage,Call Center,negative,Slight Delay,76.3,7,Q3,Thursday
240,2025-06-16 03:00:00,Water Leak,Resolved,6,Indiranagar,36,13.098081163503362,77.61772647099929,-0.99,9,154,Garbage not collected,Call Center,negative,On-Time,78.71,6,Q2,Monday
241,2025-09-08 15:00:00,Garbage,In Progress,10,Marathahalli,70,12.87588897909271,77.63027472199546,-0.38,1,157,Broken footpath,Twitter,negative,On-Time,31.08,9,Q3,Monday
242,2025-02-20 18:00:00,Streetlight,Resolved,18,Koramangala,33,12.953862943419772,77.54467483582275,-0.02,2,123,Water leakage on road,Call Center,neutral,On-Time,10.86,2,Q1,Thursday
243,2025-07-07 08:00:00,Pothole,Resolved,18,BTM Layout,105,12.909736892538612,77.53905010048904,0.46,-3,144,Overflowing garbage,Email,positive,Early,30.36,7,Q3,Monday
244,2025-07-17 07:00:00,Streetlight,Open,14,Basavanagudi,57,13.088461490851298,77.60945038054592,0.32,17,179,Graffiti on wall,Mobile App,positive,Slight Delay,49.54,7,Q3,Thursday
245,2025-07-09 19:00:00,Streetlight,Open,16,Indiranagar,55,13.008947483699785,77.54168841322016,-0.37,9,108,Overflowing garbage,Call Center,negative,On-Time,41.51,7,Q3,Wednesday
246,2025-12-02 10:00:00,Noise,Open,7,Yelahanka,107,12.99928188345586,77.73029584837658,0.08,-5,184,Garbage not collected,Call Center,neutral,Early,4.8,12,Q4,Tuesday
247,2025-05-24 14:00:00,Garbage,Open,1,Koramangala,141,13.099359626221831,77.56478953367093,0.3,10,165,Graffiti on wall,Call Center,positive,Slight Delay,38.69,5,Q2,Saturday
248,2025-02-13 13:00:00,Water Leak,Open,17,Indiranagar,51,13.003106525972688,77.51594412463236,0.03,22,101,Pothole near school,Call Center,neutral,Heavy Delay,39.04,2,Q1,Thursday
249,2025-10-15 05:00:00,Water Leak,Open,5,Basavanagudi,92,13.011539970234008,77.4937894539611,0.38,16,136,Water leakage on road,Twitter,positive,Slight Delay,51.77,10,Q4,Wednesday
250,2025-03-12 13:00:00,Noise,In Progress,1,HSR Layout,53,12.86119357482419,77.63951245801783,-0.03,-3,136,Garbage not collected,Twitter,neutral,Early,4.56,3,Q1,Wednesday
251,2025-05-24 04:00:00,Graffiti,In Progress,17,Indiranagar,36,13.064762650508383,77.54799848478939,0.06,-4,168,Broken footpath,Email,neutral,Early,4.98,5,Q2,Saturday
252,2025-09-03 15:00:00,Water Leak,Open,10,Koramangala,133,13.09252235793553,77.50663844977544,0.88,24,145,Streetlight not working,Twitter,positive,Heavy Delay,92.8,9,Q3,Wednesday
253,2025-05-20 18:00:00,Streetlight,In Progress,12,BTM Layout,119,13.090077787630921,77.5327446573905,-0.22,9,105,Pothole near school,Email,negative,On-Time,32.51,5,Q2,Tuesday
254,2025-01-10 09:00:00,Noise,Open,20,Jayanagar,25,12.905276402384517,77.54236447191813,0.51,-2,147,Overflowing garbage,Email,positive,Early,34.74,1,Q1,Friday
255,2025-07-23 21:00:00,Pothole,In Progress,2,Malleshwaram,81,12.906478835992539,77.63775004128814,-0.33,21,107,Streetlight not working,Call Center,negative,Heavy Delay,55.66,7,Q3,Wednesday
256,2025-10-20 14:00:00,Garbage,Resolved,16,HSR Layout,37,12.941511781303294,77.50240445007651,-0.34,8,131,Water leakage on road,Email,negative,On-Time,38.33,10,Q4,Monday
